customer_id,signup_date,age,monthly_fee,signup_year_month,country_DE,country_ES,country_FR,country_IT,country_NL,gender_F,gender_M,gender_X,plan_type_basic,plan_type_gold,plan_type_premium
C100023,2019-12-10,72.0,43.9,2019-12,True,False,False,False,False,False,False,False,False,False,True
C100024,2023-02-24,62.0,15.47,2023-02,False,False,True,False,False,False,False,False,False,False,True
C100025,2022-12-08,79.0,25.17,2022-12,True,False,False,False,False,False,False,True,False,False,False
C100026,2021-03-16,66.0,10.82,2021-03,False,False,False,True,False,False,False,False,False,True,False
C100027,2020-01-21,42.0,39.55,2020-01,False,False,True,False,False,False,True,False,False,True,False
C100028,2022-04-30,40.0,11.68,2022-04,False,False,False,False,True,False,False,False,True,False,False
C100029,2021-08-13,41.0,59.23,2021-08,False,True,False,False,False,False,False,True,False,False,False
C100030,2019-10-04,55.0,47.94,2019-10,False,False,False,False,True,False,False,False,True,False,False
C100031,2022-03-30,45.0,26.46,2022-03,False,False,False,False,False,False,False,False,False,False,True
C100032,2020-04-04,38.0,36.82,2020-04,False,False,False,False,True,True,False,False,False,False,True
C100033,2022-08-30,71.0,55.12,2022-08,False,False,False,False,True,False,True,False,False,True,False
C100034,2019-01-22,35.0,35.48,2019-01,False,True,False,False,False,False,True,False,False,False,False
C100035,2019-09-10,53.0,14.6,2019-09,False,True,False,False,False,True,False,False,False,False,False
C100036,2021-01-17,62.0,25.83,2021-01,False,False,True,False,False,True,False,False,False,False,False
C100037,2021-05-06,70.0,51.37,2021-05,True,False,False,False,False,False,False,False,False,False,True
C100038,2023-05-04,47.0,40.43,2023-05,False,True,False,False,False,True,False,False,False,False,False
C100039,2020-04-19,77.0,40.79,2020-04,False,True,False,False,False,False,False,False,False,False,False
C100040,2021-12-18,49.0,52.68,2021-12,False,False,True,False,False,False,False,True,False,False,False
C100041,2020-05-25,45.0,54.17,2020-05,False,True,False,False,False,True,False,False,False,False,False
C100042,2023-09-02,61.0,55.59,2023-09,False,False,False,False,True,True,False,False,False,False,True
C100043,2023-02-08,58.0,10.22,2023-02,False,True,False,False,False,False,False,False,False,False,False
C100044,2020-11-30,,34.93,2020-11,False,False,False,True,False,False,True,False,False,False,False
C100045,2021-02-09,40.0,45.73,2021-02,False,False,False,False,True,False,True,False,False,False,True
C100046,2023-12-12,65.0,46.63,2023-12,False,False,False,False,False,False,False,False,False,False,False
C100047,2019-09-07,49.0,38.37,2019-09,False,False,False,True,False,False,False,False,False,False,False
C100048,2021-08-15,74.0,14.17,2021-08,False,False,False,False,True,False,False,True,False,False,False
C100049,2020-11-17,50.0,48.86,2020-11,False,False,False,False,False,False,False,True,False,False,True
C100050,2021-08-15,41.0,44.61,2021-08,False,False,False,False,False,False,False,False,False,False,False
C100051,2020-07-16,56.0,9.74,2020-07,True,False,False,False,False,False,False,True,True,False,False
C100052,2023-05-10,51.0,30.51,2023-05,False,True,False,False,False,False,True,False,True,False,False
C100053,2022-06-21,73.0,14.57,2022-06,False,False,True,False,False,False,False,True,False,False,True
C100054,2021-04-11,45.0,23.56,2021-04,True,False,False,False,False,False,False,True,False,False,False
C100055,2023-03-09,54.0,5.99,2023-03,False,False,False,True,False,False,False,False,False,False,False
C100056,2022-02-28,24.0,27.02,2022-02,False,False,False,True,False,False,False,False,False,False,False
C100057,2023-02-17,54.0,35.24,2023-02,False,False,False,False,True,False,False,True,False,False,True
C100058,2020-08-10,73.0,39.08,2020-08,True,False,False,False,False,True,False,False,False,False,True
C100059,2019-01-21,,41.49,2019-01,False,False,False,False,True,False,False,False,True,False,False
C100060,2021-04-20,,51.0,2021-04,False,False,False,True,False,False,False,False,False,True,False
C100061,2019-06-16,64.0,16.85,2019-06,False,False,False,True,False,False,False,False,False,False,True
C100062,2022-07-21,37.0,11.63,2022-07,False,False,False,False,False,False,True,False,False,True,False
C100063,2020-01-23,36.0,51.83,2020-01,False,False,False,True,False,False,False,True,False,False,True
C100064,2020-08-23,46.0,13.61,2020-08,False,False,True,False,False,True,False,False,False,False,False
C100065,2019-11-12,77.0,58.61,2019-11,False,False,False,False,True,False,True,False,False,False,False
C100066,2019-01-14,35.0,51.34,2019-01,False,False,True,False,False,False,False,True,True,False,False
C100067,2019-08-30,52.0,32.55,2019-08,True,False,False,False,False,False,False,False,True,False,False
C100068,2021-02-15,60.0,58.98,2021-02,False,False,False,False,True,False,False,False,False,True,False
C100069,2022-10-01,28.0,10.36,2022-10,False,False,True,False,False,True,False,False,False,False,True
C100070,2020-07-18,66.0,21.67,2020-07,False,False,False,True,False,False,False,False,False,False,False
C100071,2021-06-16,55.0,40.1,2021-06,False,False,True,False,False,False,False,False,True,False,False
C100072,2022-09-25,,24.25,2022-09,False,False,False,False,True,False,False,True,False,False,False
C100073,2019-02-04,25.0,56.06,2019-02,False,False,True,False,False,False,False,False,False,False,False
C100074,2022-10-22,51.0,8.61,2022-10,False,False,False,False,False,False,False,False,False,False,True
C100075,2021-08-13,65.0,35.22,2021-08,False,False,False,True,False,False,False,False,False,True,False
C100076,2023-01-18,73.0,37.5,2023-01,True,False,False,False,False,True,False,False,False,False,True
C100077,2022-12-22,,40.9,2022-12,False,True,False,False,False,False,False,False,True,False,False
C100078,2020-05-23,48.0,19.06,2020-05,False,False,False,False,False,False,False,False,False,False,False
C100079,2021-02-14,21.0,25.05,2021-02,False,True,False,False,False,True,False,False,False,False,True
C100080,2019-02-04,67.0,51.4,2019-02,True,False,False,False,False,False,False,True,False,False,True
C100081,2019-07-25,47.0,15.72,2019-07,False,True,False,False,False,False,False,True,False,False,True
C100082,2022-01-09,76.0,50.48,2022-01,False,True,False,False,False,False,True,False,True,False,False
C100083,2023-05-05,62.0,35.95,2023-05,False,False,False,True,False,False,False,False,False,True,False
C100084,2022-12-11,21.0,46.92,2022-12,False,False,False,True,False,True,False,False,False,False,True
C100085,2021-10-22,43.0,44.25,2021-10,False,True,False,False,False,False,False,False,True,False,False
C100086,2021-10-18,44.0,16.41,2021-10,False,False,True,False,False,False,False,True,False,False,False
C100087,2022-11-14,63.0,36.28,2022-11,False,False,False,True,False,True,False,False,False,False,False
C100088,2020-07-19,,52.72,2020-07,False,True,False,False,False,False,False,False,True,False,False
C100089,2022-02-03,68.0,28.77,2022-02,True,False,False,False,False,False,True,False,False,False,False
C100090,2023-12-01,67.0,58.16,2023-12,False,False,False,False,False,False,False,True,False,False,True
C100091,2023-09-02,23.0,29.87,2023-09,False,False,False,True,False,True,False,False,False,False,True
C100092,2020-12-03,76.0,12.85,2020-12,False,False,False,True,False,True,False,False,True,False,False
C100093,2020-02-06,32.0,26.42,2020-02,False,False,False,False,True,True,False,False,False,False,False
C100094,2020-12-30,47.0,57.34,2020-12,False,True,False,False,False,False,False,False,False,False,True
C100095,2023-04-29,59.0,22.58,2023-04,False,False,False,False,True,False,False,False,False,False,False
C100096,2019-11-06,54.0,52.75,2019-11,False,True,False,False,False,False,False,False,False,True,False
C100097,2019-07-21,59.0,53.47,2019-07,True,False,False,False,False,False,False,False,False,True,False
C100098,2021-09-22,52.0,24.26,2021-09,False,True,False,False,False,True,False,False,False,False,True
C100099,2019-09-27,23.0,9.58,2019-09,False,True,False,False,False,False,False,True,False,False,False
C100100,2021-03-26,35.0,44.85,2021-03,False,False,False,True,False,False,False,False,False,False,True
C100101,2022-07-18,46.0,22.13,2022-07,True,False,False,False,False,False,False,False,False,False,False
C100102,2020-03-31,76.0,48.06,2020-03,True,False,False,False,False,True,False,False,False,False,False
C100103,2023-01-25,64.0,29.35,2023-01,False,False,True,False,False,False,False,False,False,False,False
C100104,2023-10-17,34.0,31.69,2023-10,False,False,True,False,False,False,False,False,False,False,True
C100105,2022-06-29,39.0,47.79,2022-06,False,False,False,True,False,False,False,False,False,False,False
C100106,2021-10-13,54.0,26.03,2021-10,False,False,True,False,False,False,False,False,True,False,False
C100107,2023-09-22,66.0,29.37,2023-09,False,False,False,True,False,True,False,False,False,True,False
C100108,2019-10-23,30.0,25.69,2019-10,False,True,False,False,False,True,False,False,False,False,True
C100109,2023-10-15,51.0,25.2,2023-10,False,True,False,False,False,True,False,False,False,False,True
C100110,2020-12-20,70.0,33.93,2020-12,False,False,False,False,True,False,True,False,False,False,True
C100111,2023-11-08,68.0,49.48,2023-11,False,True,False,False,False,False,False,False,False,False,False
C100112,2019-04-12,20.0,24.9,2019-04,False,False,False,True,False,True,False,False,True,False,False
C100113,2021-05-28,59.0,33.83,2021-05,False,True,False,False,False,False,False,False,False,False,False
C100114,2021-12-12,49.0,41.89,2021-12,False,False,True,False,False,False,False,True,True,False,False
C100115,2021-03-02,68.0,19.82,2021-03,False,False,False,False,False,False,False,True,False,False,False
C100116,2019-08-05,63.0,20.26,2019-08,True,False,False,False,False,True,False,False,False,False,True
C100117,2021-02-02,38.0,56.34,2021-02,True,False,False,False,False,False,False,True,False,True,False
C100118,2019-07-07,61.0,44.79,2019-07,False,False,False,True,False,False,False,True,False,False,True
C100119,2020-01-15,28.0,36.75,2020-01,True,False,False,False,False,False,True,False,False,False,False
C100120,2020-05-07,18.0,40.62,2020-05,False,False,False,False,True,False,False,False,False,True,False
C100121,2021-11-30,,6.61,2021-11,False,True,False,False,False,False,False,False,False,False,True
C100122,2022-03-26,41.0,39.0,2022-03,False,False,False,False,False,False,True,False,False,True,False
C100123,2019-01-15,30.0,33.02,2019-01,False,False,False,True,False,False,True,False,True,False,False
C100124,2019-03-06,28.0,35.02,2019-03,False,False,False,True,False,False,False,True,False,False,False
C100125,2020-06-04,68.0,24.77,2020-06,False,False,False,False,False,False,False,False,False,False,True
C100126,2022-09-29,34.0,9.48,2022-09,False,False,True,False,False,False,False,True,False,False,False
C100127,2022-02-26,41.0,15.63,2022-02,False,False,False,False,False,False,True,False,True,False,False
C100128,2020-10-09,36.0,57.29,2020-10,True,False,False,False,False,False,False,False,False,False,True
C100129,2023-02-04,54.0,27.48,2023-02,False,True,False,False,False,False,False,True,True,False,False
C100130,2021-12-22,25.0,30.67,2021-12,False,False,True,False,False,False,False,False,False,False,False
C100131,2022-03-08,45.0,7.9,2022-03,False,True,False,False,False,False,False,True,False,False,True
C100132,2023-03-03,22.0,7.07,2023-03,True,False,False,False,False,True,False,False,False,False,False
C100133,2020-08-15,34.0,44.44,2020-08,False,False,False,False,True,False,False,True,False,True,False
C100134,2020-01-27,53.0,34.6,2020-01,False,False,False,False,True,False,True,False,False,False,False
C100135,2023-08-26,36.0,32.98,2023-08,False,False,False,False,False,False,False,False,False,True,False
C100136,2020-02-23,,18.37,2020-02,True,False,False,False,False,False,False,False,False,False,True
C100137,2019-10-16,28.0,45.96,2019-10,False,False,False,True,False,False,True,False,False,True,False
C100138,2020-01-14,71.0,14.25,2020-01,False,True,False,False,False,True,False,False,False,False,True
C100139,2023-02-12,62.0,15.45,2023-02,False,False,True,False,False,False,True,False,False,False,True
C100140,2023-02-22,64.0,30.34,2023-02,False,False,True,False,False,False,False,True,False,False,False
C100141,2019-08-19,29.0,20.75,2019-08,False,True,False,False,False,False,True,False,False,False,True
C100142,2021-10-14,38.0,18.61,2021-10,False,False,False,True,False,False,True,False,False,True,False
C100143,2019-10-02,28.0,40.49,2019-10,False,True,False,False,False,True,False,False,False,False,False
C100144,2021-11-17,22.0,40.8,2021-11,False,True,False,False,False,False,False,True,False,False,False
C100145,2019-05-15,73.0,50.35,2019-05,True,False,False,False,False,False,False,False,False,False,True
C100146,2019-07-20,37.0,27.97,2019-07,True,False,False,False,False,False,False,False,False,False,False
C100147,2021-02-18,58.0,9.02,2021-02,True,False,False,False,False,False,False,False,False,False,False
C100148,2021-07-18,63.0,20.05,2021-07,False,False,False,False,False,False,True,False,False,False,False
C100149,2021-11-22,29.0,58.9,2021-11,True,False,False,False,False,False,False,False,False,False,True
C100150,2021-12-07,34.0,37.79,2021-12,True,False,False,False,False,True,False,False,False,False,False
C100151,2020-05-17,36.0,44.04,2020-05,False,False,True,False,False,False,False,False,False,False,True
C100152,2020-02-11,43.0,5.4,2020-02,False,False,False,False,True,False,True,False,False,False,True
C100153,2023-05-17,65.0,33.5,2023-05,False,False,False,False,False,True,False,False,False,False,False
C100154,2023-10-18,69.0,7.06,2023-10,False,False,False,True,False,True,False,False,False,False,False
C100155,2021-03-15,72.0,36.31,2021-03,False,False,False,True,False,False,True,False,True,False,False
C100156,2019-04-09,50.0,55.64,2019-04,False,True,False,False,False,True,False,False,False,False,False
C100157,2020-11-14,79.0,58.26,2020-11,True,False,False,False,False,False,True,False,False,False,False
C100158,2020-12-26,40.0,34.73,2020-12,False,False,False,False,False,False,True,False,False,False,False
C100159,2023-04-20,32.0,30.2,2023-04,False,False,False,True,False,False,False,True,False,True,False
C100160,2021-08-18,44.0,56.98,2021-08,False,False,False,True,False,False,False,False,False,False,True
C100161,2023-10-29,,42.05,2023-10,False,False,False,True,False,True,False,False,False,False,False
C100162,2020-04-09,68.0,8.57,2020-04,False,False,False,True,False,True,False,False,False,False,False
C100163,2023-01-25,70.0,30.61,2023-01,False,False,False,True,False,False,False,True,True,False,False
C100164,2020-10-04,68.0,18.21,2020-10,False,False,False,False,False,False,False,True,False,False,False
C100165,2023-11-28,64.0,30.84,2023-11,False,False,False,False,False,False,False,True,False,False,True
C100166,2021-10-25,21.0,30.05,2021-10,False,False,False,True,False,False,False,False,False,False,True
C100167,2022-05-26,24.0,37.02,2022-05,False,False,False,True,False,False,False,False,False,False,False
C100168,2020-05-17,52.0,24.62,2020-05,True,False,False,False,False,False,False,False,False,True,False
C100169,2021-05-02,65.0,14.03,2021-05,False,False,False,True,False,False,True,False,False,False,False
C100170,2020-02-02,62.0,32.7,2020-02,True,False,False,False,False,True,False,False,False,False,False
C100171,2021-05-20,36.0,50.66,2021-05,False,True,False,False,False,False,False,False,True,False,False
C100172,2021-03-05,,41.52,2021-03,False,False,False,False,False,False,True,False,False,False,False
C100173,2020-01-28,55.0,23.61,2020-01,False,True,False,False,False,True,False,False,False,True,False
C100174,2019-07-26,76.0,56.45,2019-07,False,True,False,False,False,True,False,False,False,False,False
C100175,2021-11-04,30.0,55.17,2021-11,False,False,True,False,False,False,False,True,False,False,True
C100176,2023-04-27,64.0,16.51,2023-04,True,False,False,False,False,False,False,True,False,False,False
C100177,2021-06-10,78.0,7.17,2021-06,False,False,False,True,False,False,True,False,False,False,False
C100178,2023-01-24,48.0,45.77,2023-01,True,False,False,False,False,False,False,True,False,False,False
C100179,2023-11-09,39.0,50.52,2023-11,True,False,False,False,False,True,False,False,False,False,False
C100180,2023-05-18,60.0,58.23,2023-05,False,True,False,False,False,False,False,True,False,False,False
C100181,2021-05-13,71.0,53.94,2021-05,False,False,False,True,False,False,False,False,False,False,False
C100182,2021-01-12,27.0,38.03,2021-01,False,False,False,True,False,False,False,True,True,False,False
C100183,2022-06-18,59.0,34.15,2022-06,True,False,False,False,False,True,False,False,False,True,False
C100184,2020-07-17,,6.53,2020-07,False,True,False,False,False,False,True,False,False,False,False
C100185,2021-10-17,38.0,18.57,2021-10,False,True,False,False,False,False,False,False,False,True,False
C100186,2019-04-06,58.0,30.28,2019-04,False,False,False,True,False,False,False,True,False,False,False
C100187,2023-10-24,41.0,39.57,2023-10,False,False,False,True,False,True,False,False,False,False,False
C100188,2020-04-29,52.0,35.65,2020-04,False,False,True,False,False,False,False,False,False,False,False
C100189,2022-01-12,73.0,45.84,2022-01,False,True,False,False,False,False,False,False,False,False,True
C100190,2019-08-19,47.0,20.39,2019-08,False,True,False,False,False,False,False,False,True,False,False
C100191,2021-01-18,74.0,36.07,2021-01,False,False,False,False,True,False,False,False,False,False,False
C100192,2023-08-06,64.0,9.85,2023-08,False,True,False,False,False,True,False,False,False,False,False
C100193,2022-04-09,52.0,27.75,2022-04,False,True,False,False,False,True,False,False,False,False,True
C100194,2020-06-24,36.0,46.26,2020-06,False,True,False,False,False,False,False,True,False,False,False
C100195,2021-11-25,25.0,43.14,2021-11,False,True,False,False,False,False,False,True,True,False,False
C100196,2020-06-08,43.0,59.49,2020-06,False,False,False,False,True,False,False,True,False,False,False
C100197,2022-03-29,47.0,20.28,2022-03,False,True,False,False,False,False,False,False,True,False,False
C100198,2023-09-19,24.0,32.4,2023-09,False,False,False,True,False,False,False,False,False,False,False
C100199,2022-06-20,,23.12,2022-06,False,False,False,True,False,False,False,False,False,False,False
C100200,2022-01-14,53.0,29.23,2022-01,False,True,False,False,False,False,False,True,False,False,False
C100201,2023-12-25,42.0,52.13,2023-12,False,True,False,False,False,False,True,False,False,False,False
C100202,2020-07-31,54.0,42.63,2020-07,False,False,False,False,True,False,False,False,False,True,False
C100203,2020-11-12,18.0,53.53,2020-11,False,True,False,False,False,False,True,False,False,False,False
C100204,2020-07-10,32.0,16.19,2020-07,False,True,False,False,False,False,False,False,False,False,True
C100205,2023-05-17,54.0,53.03,2023-05,False,False,False,False,False,False,False,False,False,False,True
C100206,2021-09-10,30.0,8.29,2021-09,True,False,False,False,False,False,False,False,False,False,False
C100207,2020-10-07,25.0,53.87,2020-10,True,False,False,False,False,True,False,False,False,False,True
C100208,2021-03-06,22.0,23.1,2021-03,False,False,True,False,False,False,False,False,False,False,False
C100209,2021-11-17,77.0,22.3,2021-11,False,False,False,False,False,False,False,False,False,False,True
C100210,2023-07-02,18.0,33.16,2023-07,True,False,False,False,False,False,False,False,False,True,False
C100211,2023-04-29,53.0,56.74,2023-04,True,False,False,False,False,False,False,False,False,False,True
C100212,2022-09-25,52.0,7.63,2022-09,True,False,False,False,False,False,False,False,False,False,False
C100213,2023-12-27,,24.37,2023-12,True,False,False,False,False,True,False,False,False,False,False
C100214,2022-09-16,40.0,52.11,2022-09,True,False,False,False,False,False,False,False,True,False,False
C100215,2023-07-22,26.0,26.78,2023-07,False,True,False,False,False,False,False,False,True,False,False
C100216,2023-03-10,51.0,15.95,2023-03,False,True,False,False,False,False,False,False,False,False,False
C100217,2022-03-10,63.0,28.36,2022-03,False,False,True,False,False,False,False,False,False,True,False
C100218,2023-05-02,21.0,26.21,2023-05,False,False,True,False,False,False,False,False,False,False,True
C100219,2022-08-06,47.0,55.35,2022-08,True,False,False,False,False,False,False,False,False,True,False
C100220,2019-09-07,20.0,46.91,2019-09,False,False,True,False,False,False,False,True,True,False,False
C100221,2022-02-06,31.0,32.78,2022-02,False,True,False,False,False,False,False,False,False,False,False
C100222,2022-11-09,77.0,59.36,2022-11,False,False,False,True,False,False,False,False,False,False,False
C100223,2022-01-11,62.0,30.59,2022-01,True,False,False,False,False,False,False,True,False,True,False
C100224,2022-07-30,51.0,8.2,2022-07,False,True,False,False,False,False,False,False,False,True,False
C100225,2020-09-24,62.0,19.43,2020-09,False,False,True,False,False,True,False,False,False,False,True
C100226,2020-09-19,78.0,28.98,2020-09,False,False,False,False,True,False,False,False,False,False,False
C100227,2021-08-30,33.0,13.63,2021-08,False,False,False,True,False,False,False,False,False,False,False
C100228,2023-11-04,57.0,57.12,2023-11,False,True,False,False,False,False,False,True,False,False,True
C100229,2022-07-06,34.0,47.18,2022-07,False,False,True,False,False,False,False,False,False,False,False
C100230,2022-10-14,51.0,19.76,2022-10,False,False,False,False,False,False,False,False,True,False,False
C100231,2020-10-12,33.0,37.49,2020-10,True,False,False,False,False,False,False,False,False,False,False
C100232,2023-01-19,77.0,44.68,2023-01,True,False,False,False,False,False,True,False,False,False,True
C100233,2022-05-12,30.0,56.77,2022-05,False,False,True,False,False,False,False,False,False,False,False
C100234,2020-10-10,73.0,53.49,2020-10,True,False,False,False,False,True,False,False,False,False,False
C100235,2019-11-14,48.0,33.34,2019-11,False,False,False,False,False,True,False,False,False,True,False
C100236,2023-08-28,51.0,47.61,2023-08,False,False,False,True,False,False,False,False,True,False,False
C100237,2022-06-02,56.0,35.92,2022-06,False,False,True,False,False,False,False,False,False,False,False
C100238,2022-11-06,25.0,35.4,2022-11,False,True,False,False,False,False,False,False,False,False,False
C100239,2020-11-14,72.0,11.31,2020-11,False,False,False,False,False,False,False,True,False,False,True
C100240,2020-10-25,44.0,11.94,2020-10,False,False,False,False,True,True,False,False,False,True,False
C100241,2022-10-29,70.0,34.12,2022-10,False,False,False,True,False,False,False,False,False,True,False
C100242,2023-08-23,56.0,19.79,2023-08,False,False,False,False,False,False,False,True,True,False,False
C100243,2023-06-20,,6.16,2023-06,False,False,False,False,False,False,False,False,False,False,True
C100244,2023-02-04,34.0,44.76,2023-02,False,False,False,True,False,False,False,False,True,False,False
C100245,2022-10-06,47.0,6.79,2022-10,True,False,False,False,False,False,False,False,False,False,False
C100246,2023-09-12,70.0,37.74,2023-09,False,True,False,False,False,False,False,False,False,False,False
C100247,2022-02-10,30.0,34.66,2022-02,False,False,False,False,True,False,False,False,True,False,False
C100248,2023-03-01,38.0,58.28,2023-03,False,False,True,False,False,False,True,False,False,False,False
C100249,2020-03-17,36.0,31.63,2020-03,False,False,False,False,True,False,False,True,False,False,True
C100250,2020-07-17,70.0,8.5,2020-07,True,False,False,False,False,False,False,True,False,False,False
C100251,2022-07-15,36.0,35.34,2022-07,True,False,False,False,False,False,False,False,False,False,True
C100252,2023-03-14,74.0,51.26,2023-03,False,False,True,False,False,False,True,False,False,False,False
C100253,2022-11-10,42.0,59.83,2022-11,True,False,False,False,False,False,False,False,False,False,False
C100254,2022-11-11,48.0,28.67,2022-11,False,False,False,False,False,False,True,False,False,False,False
C100255,2022-02-10,72.0,22.62,2022-02,False,False,False,False,True,False,False,False,False,False,True
C100256,2023-06-25,40.0,54.87,2023-06,False,False,False,False,True,True,False,False,False,False,True
C100257,2023-07-07,49.0,15.52,2023-07,False,False,False,True,False,True,False,False,True,False,False
C100258,2021-08-09,79.0,38.85,2021-08,False,False,True,False,False,False,False,False,False,False,True
C100259,2022-09-01,27.0,27.31,2022-09,False,True,False,False,False,False,False,False,True,False,False
C100260,2020-11-29,71.0,7.26,2020-11,False,True,False,False,False,False,False,True,False,True,False
C100261,2019-04-23,69.0,24.1,2019-04,False,True,False,False,False,False,False,False,False,True,False
C100262,2019-01-02,37.0,19.59,2019-01,False,False,True,False,False,True,False,False,False,True,False
C100263,2020-10-03,49.0,42.74,2020-10,False,True,False,False,False,False,False,False,False,False,True
C100264,2019-08-08,31.0,57.18,2019-08,False,True,False,False,False,False,False,False,False,False,True
C100265,2023-05-09,67.0,19.74,2023-05,False,False,False,False,False,False,False,False,True,False,False
C100266,2021-05-04,45.0,49.63,2021-05,False,False,False,False,True,True,False,False,False,False,False
C100267,2023-10-26,70.0,8.04,2023-10,False,True,False,False,False,False,False,False,True,False,False
C100268,2022-06-02,41.0,34.6,2022-06,False,False,False,True,False,True,False,False,False,True,False
C100269,2020-01-20,39.0,8.88,2020-01,False,False,False,True,False,False,True,False,True,False,False
C100270,2022-11-27,47.0,56.37,2022-11,True,False,False,False,False,True,False,False,False,False,False
C100271,2023-07-20,,47.15,2023-07,False,False,False,False,True,False,False,False,False,False,True
C100272,2022-02-27,21.0,41.19,2022-02,False,False,False,False,True,False,False,True,True,False,False
C100273,2021-12-12,76.0,50.31,2021-12,False,True,False,False,False,True,False,False,False,True,False
C100274,2023-09-04,25.0,40.61,2023-09,False,False,True,False,False,False,False,True,False,True,False
C100275,2020-12-30,29.0,58.29,2020-12,False,False,True,False,False,False,True,False,False,False,True
C100276,2023-08-23,48.0,44.27,2023-08,False,True,False,False,False,False,False,False,True,False,False
C100277,2023-09-30,51.0,55.86,2023-09,True,False,False,False,False,False,False,False,False,False,False
C100278,2022-12-10,66.0,33.44,2022-12,False,False,False,False,True,False,False,True,False,False,True
C100279,2019-09-04,74.0,11.44,2019-09,True,False,False,False,False,False,False,False,True,False,False
C100280,2021-04-15,43.0,34.05,2021-04,False,False,True,False,False,True,False,False,False,False,False
C100281,2023-01-02,35.0,11.98,2023-01,False,False,False,False,False,False,False,True,False,True,False
C100282,2019-07-22,55.0,37.59,2019-07,False,False,False,True,False,False,False,False,False,False,False
C100283,2022-04-22,67.0,31.54,2022-04,False,False,True,False,False,True,False,False,False,False,False
C100284,2019-05-03,25.0,39.24,2019-05,False,False,True,False,False,True,False,False,False,False,False
C100285,2020-02-05,58.0,5.55,2020-02,True,False,False,False,False,True,False,False,False,True,False
C100286,2021-05-02,23.0,15.72,2021-05,False,False,False,True,False,False,False,False,True,False,False
C100287,2019-10-21,61.0,32.02,2019-10,True,False,False,False,False,False,True,False,False,False,True
C100288,2019-10-07,,57.28,2019-10,False,True,False,False,False,False,False,False,True,False,False
C100289,2021-02-06,46.0,26.1,2021-02,False,False,False,False,False,False,False,True,False,False,True
C100290,2023-06-22,45.0,28.34,2023-06,True,False,False,False,False,False,True,False,False,False,False
C100291,2019-07-17,28.0,44.31,2019-07,False,False,False,False,True,False,False,True,True,False,False
C100292,2021-09-08,,38.21,2021-09,False,False,False,False,False,False,False,False,False,False,False
C100293,2023-03-15,36.0,21.44,2023-03,True,False,False,False,False,False,False,False,False,False,False
C100294,2021-01-21,26.0,27.59,2021-01,False,False,False,False,True,True,False,False,False,False,False
C100295,2019-05-24,44.0,16.97,2019-05,False,True,False,False,False,True,False,False,False,False,False
C100296,2020-08-31,51.0,58.13,2020-08,False,False,False,False,False,False,False,False,False,False,True
C100297,2022-05-09,61.0,12.18,2022-05,False,True,False,False,False,False,True,False,False,False,False
C100298,2022-02-21,32.0,25.45,2022-02,False,False,False,True,False,False,True,False,False,False,False
C100299,2019-07-06,68.0,6.42,2019-07,False,True,False,False,False,False,False,True,False,False,False
C100300,2022-09-11,30.0,17.2,2022-09,False,False,False,False,True,False,False,False,False,False,False
