customer_id,date_count,call_minutes_mean,call_minutes_std,call_minutes_sum,call_minutes_max,data_usage_gb_mean,data_usage_gb_std,data_usage_gb_sum,data_usage_gb_max,sms_count_mean,sms_count_std,sms_count_sum,sms_count_max,amount_paid_mean,amount_paid_std,amount_paid_sum,amount_paid_max,usage_trend,spend_trend,usage_volatility,spend_volatility,recent_avg_spend,historical_avg_spend,spend_change_pct
C100010,21,252.94,84.85,5311.81,414.91,4.9,2.04,102.85,8.7,47.71,19.49,1002,98,62.46,31.96,1311.64,115.9,0.09251005643721424,0.12215000884842588,2.0384029961786743,31.95996926673749,49.558434384009324,64.60896337894926,-0.23294800299866225
C100011,3,383.32,37.94,1149.97,418.52,5.08,3.8,15.24,7.54,55.0,20.3,165,73,67.7,29.47,203.11,97.56,3.417400447509175,29.458503630756574,3.7996066487063858,29.466683738200693,67.70271351193357,0.0,0.0
C100012,18,290.77,92.58,5233.94,428.23,5.54,2.38,99.71,10.95,49.78,13.55,896,69,67.67,38.24,1218.02,117.5,0.0594072709679609,-0.22750803288358915,2.376562634297154,38.23924479788813,77.44328329057724,65.71258363676097,0.17851527066200878
C100013,11,269.59,101.01,2965.47,397.64,5.84,2.01,64.26,9.39,47.09,21.71,518,84,57.6,32.19,633.61,103.74,-0.13057853090968322,-2.3479500774961486,2.0147267917462948,32.18622063333435,46.57211532120598,61.73725436482611,-0.24563999807967238
C100014,3,352.98,18.77,1058.94,374.5,4.72,3.25,14.17,7.68,26.0,17.44,78,38,83.34,12.47,250.01,94.64,1.2197536449688684,-12.339755919097142,3.2460285532627866,12.468798918922486,83.33764898048516,0.0,0.0
C100015,2,258.96,24.28,517.92,276.12,3.98,2.57,7.97,5.8,49.5,37.48,99,76,63.04,10.43,126.08,70.42,-3.6296303074047,14.747583563772524,2.566536203566076,10.428116344058827,63.04190392368852,63.04190392368852,0.0
C100016,26,270.52,98.57,7033.47,473.61,4.84,1.82,125.86,8.75,55.96,20.95,1455,96,71.27,35.34,1853.06,119.15,-0.04075655370853399,-1.2234293309375581,1.8247699008210883,35.34496819054471,61.021839298489006,72.60864800413677,-0.15957890725341176
C100017,23,282.13,105.74,6488.92,481.67,5.1,1.63,117.32,8.53,49.22,19.02,1132,88,55.59,33.78,1278.46,115.25,0.05001039969650208,0.26455854998796724,1.6286389894433282,33.77922371615885,55.753673074423624,55.56009225801174,0.003484170175832759
C100018,25,262.63,114.19,6565.65,467.6,4.69,1.8,117.28,8.29,53.56,22.29,1339,92,51.23,35.09,1280.69,116.88,0.07824493504028326,-1.149092089317398,1.803555774642208,35.08750103636114,27.42169885278372,54.473678311385235,-0.49660643997575493
C100019,4,309.29,96.31,1237.15,405.61,5.41,3.44,21.64,9.37,63.5,20.17,254,90,58.11,41.1,232.45,119.22,-0.9407068723332727,27.121158840868315,3.435670778373721,41.10478450440903,67.18580768670272,30.894032929703585,1.174717941149917
C100020,10,276.1,100.38,2760.98,457.66,6.34,1.84,63.37,9.64,50.6,14.83,506,70,66.12,33.55,661.19,105.21,-0.10840669402708926,0.24825084968529867,1.8448400945237835,33.55107452993696,56.04069145042314,70.43839300638275,-0.2044013348608758
C100021,7,333.87,67.04,2337.12,444.84,5.71,2.25,39.94,8.69,58.43,31.57,409,103,44.9,29.51,314.29,87.47,-0.6832559543609295,-6.4143812415804025,2.2517756343436,29.507993601421674,34.55894150699229,52.65437678329171,-0.34366440895833494
C100022,20,335.74,95.22,6714.79,558.36,5.16,2.27,103.27,10.31,51.05,19.86,1021,86,60.31,40.12,1206.22,118.85,-0.006763849899208713,-2.009418507471846,2.2688301313847314,40.118281688000124,33.49780726892175,65.04298772542586,-0.4849897207931122
C100023,16,274.51,107.38,4392.12,484.99,4.6,1.85,73.6,8.17,54.5,15.44,872,88,71.52,31.52,1144.37,113.84,0.047760492861898644,-0.2894871777208518,1.8506709995472677,31.51953068351997,68.07507375917214,72.31911699654258,-0.05868494270433823
C100024,27,275.22,108.17,7430.93,475.6,4.91,1.87,132.66,8.54,49.37,23.98,1333,79,54.62,35.46,1474.84,115.25,0.010928830716416472,0.03493296891970077,1.8675483389296643,35.464463976362865,70.7254873496651,52.611017353381214,0.34430944139725334
C100025,28,309.21,94.42,8657.88,558.6,5.39,2.12,150.79,9.93,54.29,26.63,1520,107,50.81,30.41,1422.61,104.12,-0.05915082235365838,0.030131530132317595,2.1199142049252186,30.411418852946873,40.18969144192962,52.0817266156827,-0.22833411921048302
C100026,10,305.74,78.79,3057.45,390.26,5.35,2.07,53.53,8.11,49.2,23.38,492,76,65.89,42.46,658.86,114.75,0.150998451612675,10.131420589410693,2.067133620553944,42.462821493880526,93.5057478181978,54.04844701406689,0.7300357916641266
C100027,10,370.28,98.47,3702.77,502.51,4.77,1.56,47.7,6.73,44.1,11.08,441,57,49.18,28.46,491.79,100.42,0.007446084884226137,-1.1669472733326518,1.56384391309022,28.458533236897825,39.749422131806476,53.22005653678214,-0.2531119897564495
C100028,16,282.94,70.38,4527.06,399.33,4.88,2.06,78.09,9.48,48.38,23.69,774,82,65.2,39.85,1043.12,117.89,-0.036433517598746676,1.0254400128006873,2.0596518225776634,39.85106002815595,71.8606429194806,63.65679021809165,0.12887631740906347
C100029,3,357.87,96.83,1073.62,468.33,3.8,2.3,11.4,5.79,38.0,23.64,114,65,70.57,47.56,211.7,113.95,-2.251353821754577,17.952251123447187,2.2981125254304033,47.56212746101313,70.56648074078554,0.0,0.0
C100030,16,329.19,94.76,5267.1,531.25,4.3,1.83,68.73,7.25,58.12,20.09,930,91,62.95,39.64,1007.26,117.61,-0.16267675033464638,2.5747565200543976,1.829401218499925,39.643020840762475,83.75272251298654,58.15409211421815,0.4401862271100566
C100031,23,262.69,87.51,6041.94,449.11,4.81,1.88,110.53,8.19,52.26,21.87,1202,91,65.11,36.7,1497.64,119.69,-0.033624793658215434,1.2325648518733066,1.8849322334348646,36.70014543290245,71.47968391882388,64.16018166048318,0.11408169473511406
C100032,26,334.59,65.38,8699.42,456.76,5.35,2.18,139.06,9.66,46.92,17.06,1220,82,68.0,41.43,1767.94,119.83,-0.01210136940966014,-1.9297130280463237,2.180618190691755,41.429112891106136,55.410546748703304,69.63931440563486,-0.20432090376496065
C100033,3,428.05,87.05,1284.16,528.19,4.21,0.43,12.64,4.66,43.0,20.81,129,56,71.3,57.38,213.9,118.06,-0.24528945654406398,14.742689130567683,0.4277673480482788,57.38121325553805,71.29877474986088,0.0,0.0
C100034,12,247.77,156.0,2973.22,547.12,5.0,2.24,59.98,8.88,54.08,23.95,649,105,60.52,31.43,726.29,102.25,0.4925473985385161,-1.7002945663272573,2.2378533744235862,31.432553299522286,44.12467327462724,65.99116625509593,-0.33135484976794344
C100035,25,291.36,121.75,7284.02,572.31,4.82,1.7,120.46,7.78,52.08,14.42,1302,88,62.44,37.84,1560.99,118.35,-0.08152486809857414,-0.49185335145606035,1.6978651182019602,37.84029726172936,61.1969596680257,62.60899021942154,-0.02255315964124633
C100036,21,276.83,95.65,5813.36,514.21,5.99,1.83,125.74,9.0,49.52,15.06,1040,74,53.33,37.9,1119.86,116.56,0.005925660689065753,0.3194103631526487,1.8286899427966727,37.89505021730247,30.17380446919471,57.18531135604033,-0.4723504383611696
C100037,31,297.54,103.76,9223.77,524.32,4.78,2.02,148.32,9.28,52.71,16.98,1634,90,63.79,34.86,1977.4,119.0,0.020300245198937358,0.06810574648145305,2.0151185349370047,34.86392533970641,83.72014721110055,61.65158539811332,0.35795611208503625
C100038,3,254.0,68.25,761.99,310.77,5.59,0.31,16.76,5.93,49.67,10.07,149,59,56.76,30.17,170.29,76.05,-0.3073056433798644,-27.02423749928487,0.3144162846735632,30.166588784989152,56.76220028995243,0.0,0.0
C100039,28,302.83,76.81,8479.23,435.76,4.77,1.51,133.66,8.35,46.89,20.4,1313,105,63.71,38.06,1784.01,119.84,0.052010684547639914,1.1938284615297226,1.511314598110337,38.05771738784976,86.71510615967698,60.95445929194186,0.4226212022381217
C100040,16,329.95,121.61,5279.22,578.98,4.9,2.01,78.39,9.04,51.5,21.74,824,89,55.47,30.02,887.48,102.35,-0.15360761850733126,-1.0053024670528825,2.0065316263392914,30.017918615108808,55.14014795052052,55.543346643406196,-0.007259171750565366
C100041,6,292.5,118.79,1755.01,480.86,4.95,2.73,29.71,8.0,37.83,8.82,227,49,63.3,44.67,379.8,118.7,-0.06194140454379965,-22.795048974491937,2.7260890551101093,44.66708723941664,32.164717483806115,94.43672677808301,-0.6594045708573739
C100042,6,328.32,112.23,1969.94,409.12,5.06,2.16,30.34,8.03,77.67,8.71,466,90,43.05,13.53,258.3,60.67,-0.007740326608134799,1.3876975558549283,2.1565825158011043,13.527154083363293,44.623163990500245,41.47773166875141,0.07583424153636995
C100043,9,305.47,97.69,2749.22,457.74,4.92,1.24,44.29,6.31,48.56,21.09,437,86,71.69,25.39,645.17,113.49,0.2470956261066886,1.2531213098680627,1.2360072867771523,25.394883425074568,77.84588678545673,68.60476276931394,0.13470091059444975
C100044,23,310.65,83.26,7144.99,485.06,5.07,2.35,116.72,9.94,44.83,21.02,1031,84,54.27,40.99,1248.31,113.86,-0.06257957681684342,1.962169088713186,2.350371724761825,40.99286902558378,73.59866706548554,51.37554756062972,0.4325621927168698
C100045,6,365.35,111.26,2192.07,484.87,5.28,2.56,31.68,8.2,54.5,10.73,327,68,51.85,36.21,311.07,110.55,0.43267691332333713,2.1900397290907465,2.561685719658649,36.209511296984864,58.68509363627285,45.00586950399448,0.3039431141545721
C100046,6,326.92,118.72,1961.54,494.36,5.55,1.82,33.33,8.53,39.17,14.96,235,56,76.33,30.69,457.99,117.12,-0.2013688363296935,-2.1533040855585646,1.8154182147321376,30.68666293765238,67.68226036643932,84.98000237602005,-0.20355073577241822
C100047,28,276.0,111.6,7727.87,511.68,4.38,2.14,122.63,9.0,52.11,18.88,1459,95,57.26,34.06,1603.35,119.52,0.01597234706154933,-0.1841480431231133,2.1411443230075267,34.05956655268166,44.24100774065305,58.82490807905681,-0.24792049515494277
C100048,24,298.87,69.58,7172.99,409.26,5.69,2.11,136.63,8.98,49.04,19.72,1177,91,73.58,39.45,1765.88,119.77,0.09634759970600726,1.2084019284354381,2.1076480590703577,39.45353429529252,58.78609538925051,75.69153918276834,-0.22334654541371063
C100049,29,273.33,105.89,7926.49,523.78,5.18,1.59,150.34,7.84,53.0,24.45,1537,91,55.13,37.84,1598.68,115.14,-0.010732129144378702,-0.6568575886768128,1.5913402366708203,37.840774163019574,47.4097766203314,56.017416313702626,-0.15366006252711945
C100050,15,293.4,98.81,4400.97,563.24,4.12,1.68,61.76,7.11,45.87,21.14,688,84,60.18,37.65,902.63,117.74,-0.03443033139674438,-0.12729182282503068,1.6810255855918192,37.6455054404681,49.102900870819234,62.94375944838993,-0.21989246747994715
C100051,22,279.88,112.88,6157.29,521.14,4.36,1.69,96.02,7.58,48.0,22.13,1056,92,61.94,29.78,1362.66,111.88,0.03903384140854884,-0.1684757883335935,1.6903874362015296,29.7761201324763,73.81741386621091,60.06347641919007,0.2289900329949352
C100052,14,299.1,78.84,4187.45,435.33,4.64,2.82,64.91,9.79,43.29,21.71,606,78,58.8,28.58,823.18,113.07,0.09928811354612618,3.9103339539001682,2.8200166270486364,28.5765650807025,67.85600669049825,56.3287234340236,0.20464307645771984
C100053,3,300.71,122.35,902.12,440.43,4.67,1.31,14.02,5.49,53.33,28.94,160,72,56.9,45.76,170.69,102.67,-0.06243413516349597,22.900661578223435,1.3111152503956274,45.76118094232137,56.895782102929495,0.0,0.0
C100054,20,323.2,93.76,6464.01,453.84,4.77,1.89,95.39,8.21,52.4,18.74,1048,84,68.15,36.24,1363.02,116.48,-0.07091364974142497,-0.608177222022007,1.8917720642788625,36.24112946129262,44.1901763665345,72.37923918729219,-0.3894633756485646
C100055,2,392.73,185.74,785.45,524.06,4.89,2.04,9.79,6.33,75.5,4.95,151,79,49.75,21.02,99.51,64.62,-2.8811163917823497,-29.731056923925927,2.0372569380170176,21.023031962751272,49.75302386656991,49.75302386656991,0.0
C100056,25,294.9,78.88,7372.52,470.54,4.76,1.54,119.11,7.45,49.96,17.05,1249,82,58.14,39.09,1453.47,113.36,-0.018585542242780584,0.48801999392955914,1.5423267625960384,39.09438020133353,70.46492614830905,56.45798284695719,0.24809500083134423
C100057,29,287.43,94.34,8335.35,409.33,4.77,1.79,138.42,8.66,50.97,21.37,1478,94,59.55,37.66,1726.95,119.11,0.06877212143253834,0.773938618017826,1.794832076698661,37.664906058044274,70.69246139098328,58.26420567588168,0.2133085926587384
C100058,13,310.04,108.74,4030.48,483.69,5.63,1.73,73.22,8.58,48.92,27.85,636,112,66.41,37.95,863.38,114.03,-0.126873878820156,-1.5836821371164833,1.7252607902905237,37.951540935895856,80.73852195079732,62.11650545022523,0.2997917601062435
C100059,28,306.57,109.4,8584.09,526.9,5.31,1.8,148.76,8.7,46.5,22.8,1302,86,56.7,36.73,1587.48,116.52,0.039706313975840415,-0.3483295194414079,1.801198469282706,36.73272936214153,59.32286462826863,56.380444407841594,0.05218866667921823
C100060,14,322.85,102.57,4519.92,511.25,5.66,2.3,79.25,10.71,43.14,23.51,604,88,74.78,35.27,1046.91,118.3,0.1672714610782265,-0.5856404922710478,2.29931004222271,35.26910382611283,54.35347068541362,80.35009983333588,-0.32354196450091655
C100061,12,332.67,102.19,3992.05,488.93,5.0,1.69,59.95,8.29,46.25,23.08,555,74,52.09,37.94,625.07,118.36,0.12309787497393929,2.81947557781249,1.6864682515309508,37.93697986474389,69.85505377009419,46.16720406210865,0.5130882449827006
C100062,27,319.11,98.79,8615.92,503.35,5.12,1.63,138.22,8.32,53.96,23.71,1457,108,54.72,33.71,1477.43,117.94,0.011266343258033173,-2.095904823454815,1.6298471839644926,33.712184988504795,28.78664079915477,57.96132464595549,-0.5033474308085282
C100063,14,319.55,105.25,4473.75,542.25,4.66,2.36,65.22,8.99,45.43,22.86,636,84,46.66,34.25,653.2,114.85,0.009900558183169428,-1.532195762392065,2.356782749377544,34.24600293163699,38.558721393460665,48.86603694823591,-0.2109300487308567
C100064,16,277.85,95.99,4445.63,430.55,5.52,2.02,88.38,8.21,56.94,19.94,911,77,61.35,31.92,981.53,119.34,0.22226498049293164,-2.1247771248676566,2.022313949793576,31.917998761849844,72.2552468595306,58.828091637097494,0.22824393667677348
C100065,13,287.89,88.16,3742.57,414.42,5.49,2.27,71.4,8.92,55.31,19.49,719,102,56.73,34.16,737.46,114.28,-0.18951301859443972,1.9119090191352928,2.2686932144382217,34.15950278345958,68.97971482342938,53.05184049985646,0.3002322666565359
C100066,20,305.48,115.02,6109.7,596.77,5.73,1.85,114.65,8.55,51.3,22.34,1026,102,57.51,34.76,1150.15,117.23,0.06001812697651229,-0.5879061555662684,1.8514594797921222,34.756756128830624,48.116973528488586,59.16467540553678,-0.1867280062186282
C100067,4,263.38,109.35,1053.51,374.97,6.07,2.67,24.28,8.49,45.25,16.68,181,60,72.99,36.89,291.94,102.73,-0.05557780915705248,-22.959307193883784,2.6659571451086137,36.893687371782505,67.76132655081885,88.65941710301306,-0.23571202287414983
C100068,17,281.85,70.69,4791.51,396.39,5.44,1.9,92.55,9.81,50.12,20.48,852,91,54.83,35.89,932.1,110.38,0.11437898736767546,2.768367688515428,1.895428016227202,35.88724886397162,69.06729993906922,51.77863467180352,0.3338957347340094
C100069,16,288.82,95.98,4621.19,467.56,4.15,1.79,66.43,6.64,50.44,19.11,807,83,70.76,33.75,1132.14,105.15,-0.1685999771865636,-1.0876395534501868,1.7914082079985891,33.751736280870006,63.38810912135989,72.45967452779804,-0.12519467504588344
C100070,3,356.53,139.67,1069.58,493.01,6.26,1.05,18.79,7.18,20.67,23.46,62,47,21.48,18.11,64.44,40.65,-1.0294129366278064,-7.231090443952373,1.0489484111870568,18.10905302468406,21.480990666772186,0.0,0.0
C100071,16,245.96,81.26,3935.37,439.75,4.88,1.77,78.15,7.75,51.88,22.14,830,102,50.46,23.35,807.31,80.18,-0.03787162880820921,0.6734472625104037,1.772004475491525,23.349290257652132,57.571540355455454,48.81494701837607,0.179383444455712
C100072,17,316.3,97.7,5377.03,491.88,4.39,1.68,74.61,6.34,53.88,24.39,916,93,59.47,41.13,1010.94,119.77,-0.06884299699376452,2.374086687936283,1.6756148960017614,41.13289256455303,75.39665422363794,56.053226839370105,0.34509034492696844
C100073,15,264.35,125.5,3965.19,489.53,5.57,1.21,83.58,7.71,53.13,23.78,797,90,61.03,37.19,915.4,101.3,-0.12597707857198803,-1.8687222196480353,1.2145774422060143,37.18567258643725,82.70260838070796,55.607845639097526,0.4872471218802311
C100074,13,335.09,85.62,4356.17,503.25,4.82,1.76,62.67,7.91,52.38,23.37,681,96,42.57,31.67,553.43,98.23,-0.013295813437713605,-2.2590461490958993,1.7640208275192077,31.67240160918188,28.885056303739646,46.67762186341031,-0.38117977843292644
C100075,8,334.01,103.74,2672.1,528.23,2.63,1.9,21.03,6.36,43.25,12.02,346,56,65.78,25.98,526.26,103.06,-0.2905608031474768,-1.5609332977364823,1.8974706468242484,25.980328679215795,47.33135774987594,76.8523964429721,-0.38412645616070124
C100076,9,294.79,79.42,2653.15,457.77,5.71,2.31,51.37,8.83,37.78,15.71,340,54,60.94,39.29,548.43,109.95,0.08745931480759955,-9.58354690507047,2.3066361792827608,39.2861132770006,25.889691237098322,78.45988295672474,-0.6700263846763828
C100077,11,318.83,106.02,3507.15,509.47,4.26,1.92,46.9,7.01,59.09,18.0,650,89,55.51,44.69,610.63,118.97,-0.07570784265009788,-3.315888271497794,1.921863099780413,44.691051712752476,29.859702547284403,65.1314676264149,-0.5415472177203878
C100078,24,271.16,92.26,6507.93,416.07,5.44,1.91,130.5,8.44,48.67,17.36,1168,72,60.31,38.07,1447.34,117.2,-0.06479880363737898,-1.8163727554140217,1.908974826837005,38.074459883181035,43.69428899461039,62.67869942597832,-0.3028845621436028
C100079,24,325.86,91.47,7820.68,483.44,5.08,1.58,122.0,8.28,55.75,19.54,1338,90,53.04,32.92,1272.98,115.34,0.005581416997576566,0.0370354784410041,1.5768882461490852,32.920426712019825,46.17140372562074,54.022297226582864,-0.1453269095172598
C100080,29,284.56,100.06,8252.31,446.74,5.04,2.18,146.19,10.85,48.76,20.55,1414,93,59.63,39.23,1729.22,118.17,0.05778602482882097,0.19736756122169236,2.1789673258347992,39.229982285073284,46.8580357573006,61.10160269269723,-0.23311282041213952
C100081,13,283.43,89.14,3684.61,428.37,5.73,1.44,74.51,7.72,51.15,14.8,665,77,53.92,31.95,701.0,110.27,0.0029823385510421093,-1.0396287440685867,1.4384230972001333,31.95385292228654,54.675392692696995,53.697456964237404,0.01821195609153146
C100082,11,303.24,89.95,3335.64,479.07,5.92,2.04,65.17,9.19,44.27,25.49,487,85,48.28,41.33,531.11,115.79,-0.3204252198774136,1.5276347980956362,2.038449703889299,41.33398707824834,59.976242645681246,43.897933181553135,0.3662657510008823
C100083,17,316.83,105.38,5386.11,499.14,5.05,2.13,85.88,8.37,51.47,19.8,875,93,48.76,32.43,828.87,119.26,0.1444050761983016,0.41200685683601324,2.1324500386822147,32.431163149078635,67.77551893748253,44.681423065939725,0.5168612431493311
C100084,27,318.86,111.63,8609.09,465.19,4.94,2.12,133.4,8.57,48.37,19.63,1306,92,63.55,33.47,1715.91,111.53,-0.0672286286895162,0.17478918166358334,2.116752566979018,33.46908694741039,45.46852368649448,65.81262026327647,-0.3091215103637809
C100085,21,304.4,126.02,6392.45,546.13,5.64,2.23,118.35,9.8,46.43,21.0,975,100,54.0,38.45,1134.01,114.2,0.14726463539284532,0.5848516735716179,2.2272412102633043,38.45406540899874,69.22437927433914,51.463045201117204,0.3451279263364765
C100086,6,413.6,115.17,2481.59,579.98,4.93,2.38,29.6,8.73,51.5,26.63,309,93,48.84,42.9,293.05,110.58,1.1046787196405832,-2.737964509019416,2.3816401409657098,42.89679057979289,33.25494506727809,64.42800254401145,-0.483843301760577
C100087,28,282.15,118.55,7900.32,532.85,4.63,1.98,129.65,7.74,49.07,18.71,1374,89,55.27,32.6,1547.68,114.22,0.10498964553824067,0.5541702802864299,1.9845352531108653,32.595738135355006,63.573915474095,54.2782135259267,0.17126027819113993
C100088,14,295.34,75.64,4134.73,425.65,5.67,1.3,79.31,7.25,59.5,26.6,833,99,64.11,38.11,897.53,114.46,0.005755543405830139,0.6180272786135362,1.2966295248967485,38.11090402169235,59.71331180566553,65.30813869658415,-0.08566814186684588
C100089,17,293.44,105.5,4988.43,473.39,5.84,1.68,99.24,8.73,43.0,14.09,731,63,53.54,26.19,910.14,107.36,-0.02934862898506338,-0.20178091088621314,1.6798370713740884,26.18685640927005,54.21601452081709,53.392012983366804,0.015433048716612108
C100090,9,373.78,116.54,3364.05,533.3,5.1,2.33,45.93,8.03,42.44,23.03,382,74,62.52,39.31,562.69,116.59,-0.07337298831763664,1.356527443411858,2.3287249541534383,39.3062487948066,78.96902983352243,54.29693037832214,0.4543921596173794
C100091,6,284.73,101.26,1708.4,421.67,6.3,1.79,37.79,8.58,63.17,12.21,379,78,40.0,32.49,240.0,72.56,-0.6174399981071227,1.5119199362947764,1.7870175334824394,32.493442698707675,44.05622051239569,35.94381729414892,0.22569676314171946
C100092,8,314.64,49.36,2517.12,377.66,5.79,1.68,46.35,8.89,45.62,23.44,365,74,52.43,44.22,419.45,116.53,0.2518952148504864,10.213299082690416,1.6777414216973316,44.218426223743165,81.12046759083854,35.21780182497294,1.3033938345724927
C100093,18,301.08,101.84,5419.53,531.13,5.73,2.19,103.09,9.71,48.5,17.42,873,75,69.1,37.8,1243.81,117.24,-0.029835959488604336,0.14011098413462525,2.192571928147342,37.7961625366153,67.83586864503647,69.35341568349408,-0.02188135974993917
C100094,14,340.91,74.72,4772.71,466.78,4.64,1.38,64.97,6.52,48.86,15.85,684,70,59.47,29.26,832.53,108.06,-0.04034611482145489,-1.1749000709582749,1.3809547110015299,29.259340987179186,63.31908288043826,58.41593730288782,0.08393506642078737
C100095,18,281.62,85.5,5069.15,452.97,5.37,2.14,96.74,9.27,51.28,16.25,923,80,56.91,34.97,1024.43,116.46,-0.06645656526225396,-2.3577601737475438,2.1388053545441514,34.96893826045833,52.30163466380301,57.83475303840617,-0.09567116800738822
C100096,21,288.33,127.64,6055.01,491.89,5.01,2.37,105.2,9.58,52.62,23.32,1105,94,50.03,29.1,1050.71,103.25,-0.174769867680915,0.5644996306389036,2.3687480910285927,29.09868537979139,51.60362530093175,49.77191531436394,0.03680207954623746
C100097,6,308.66,78.85,1851.98,413.31,4.77,1.64,28.59,6.6,45.67,17.41,274,66,69.7,35.32,418.22,109.76,0.6339217290660393,0.9842258379044543,1.642881994600825,35.31519348937697,77.66422130941493,61.742229045142416,0.25787848139773595
C100098,21,264.58,93.14,5556.28,430.89,4.98,2.27,104.52,9.09,56.57,23.46,1188,95,65.54,32.84,1376.32,119.53,-0.04275540885254011,2.5479637633840913,2.272092296666787,32.840515752440595,75.61422952124553,63.860030958005574,0.18406189892030483
C100099,12,364.88,146.16,4378.51,569.55,5.05,1.46,60.65,7.92,51.0,20.75,612,89,80.38,30.41,964.52,112.65,0.01121294841675615,0.04668465783291414,1.4631363613338366,30.405987591276194,83.64565035792232,79.2870916530712,0.05497185751146531
C100100,17,306.27,66.3,5206.56,467.38,5.43,2.18,92.29,10.15,44.0,15.02,748,72,68.49,37.03,1164.28,118.28,-0.108783720151608,-0.9958295870809133,2.1819622394465132,37.02959080664075,49.74583688486427,72.50274016256614,-0.3138764580025002
C100101,16,311.58,116.17,4985.31,491.65,4.64,1.91,74.25,7.9,49.19,21.98,787,86,51.66,37.48,826.53,119.84,0.08119187389889268,0.20570272760006977,1.9125449836868447,37.47746744215404,72.36080034251297,46.8805533218544,0.5435142125078203
C100102,10,331.37,132.62,3313.68,505.08,5.77,1.62,57.7,9.06,52.1,20.15,521,86,45.44,35.64,454.35,96.93,0.3634754003632369,2.643873297862822,1.6197654969050592,35.63673366975706,55.27999548066316,41.216218750806725,0.3412194800033947
C100103,18,318.82,86.75,5738.71,461.63,4.32,1.97,77.82,8.3,55.22,20.47,994,87,62.74,30.8,1129.39,110.48,0.017505950258446645,-0.21648024492341814,1.9699812918200232,30.801560575798067,53.60389869628434,64.57179912387205,-0.16985589028652148
C100104,3,245.79,92.03,737.36,352.0,5.78,0.34,17.34,6.06,56.33,6.66,169,62,80.53,22.82,241.58,104.88,0.09903547920847823,22.617250086719565,0.3371378315652059,22.8158619066204,80.52743067718215,0.0,0.0
C100105,29,300.37,102.74,8710.87,532.26,5.53,2.02,160.51,10.32,45.17,15.92,1310,74,69.01,34.42,2001.27,118.89,0.017447206210495208,-0.2140293911431554,2.0249710298951835,34.41777768129724,58.789445120623334,70.18870096148306,-0.16240870232254642
